request_id,status,client,channel,asset_type,campaign_label,canonical_campaign,utm_source,utm_medium,utm_campaign,utm_term,utm_content,destination_url,final_long_url,short_url,qr_url,request_count,first_seen_at,last_seen_at,original_message
1,completed_without_short_link,SFG,Facebook,social,HomePage,HomePage,Facebook,Social,HomePage,LandingPage,Shop,https://studleys.com/,https://studleys.com/?utm_source=Facebook&utm_medium=Social&utm_campaign=HomePage&utm_term=LandingPage&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Home | Facebook | Shop
438,completed_without_short_link,SFG,ConstantContact,email,Houseplants,Houseplants,ConstantContact,Email,Houseplants,Collections,Learn,https://studleys.com/product-category/houseplants/collections/,https://studleys.com/product-category/houseplants/collections/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Houseplants&utm_term=Collections&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Collections | ConstantContact | Learn
439,completed_without_short_link,SFG,ConstantContact,email,Houseplants,Houseplants,ConstantContact,Email,Houseplants,Collections,Explore,https://studleys.com/product-category/houseplants/collections/,https://studleys.com/product-category/houseplants/collections/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Houseplants&utm_term=Collections&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Collections | ConstantContact | Explore
440,completed_without_short_link,SFG,ConstantContact,email,Houseplants,Houseplants,ConstantContact,Email,Houseplants,Collections,,https://studleys.com/product-category/houseplants/collections/,https://studleys.com/product-category/houseplants/collections/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Houseplants&utm_term=Collections,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Collections | ConstantContact | {null}
441,completed_without_short_link,SFG,Facebook,social,Houseplants,Houseplants,Facebook,Social,Houseplants,Peperomia,Shop,https://studleys.com/product-category/houseplants/peperomia/,https://studleys.com/product-category/houseplants/peperomia/?utm_source=Facebook&utm_medium=Social&utm_campaign=Houseplants&utm_term=Peperomia&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Peperomia | Facebook | Shop
442,completed_without_short_link,SFG,Facebook,social,Houseplants,Houseplants,Facebook,Social,Houseplants,Peperomia,Learn,https://studleys.com/product-category/houseplants/peperomia/,https://studleys.com/product-category/houseplants/peperomia/?utm_source=Facebook&utm_medium=Social&utm_campaign=Houseplants&utm_term=Peperomia&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Peperomia | Facebook | Learn
443,completed_without_short_link,SFG,Facebook,social,Houseplants,Houseplants,Facebook,Social,Houseplants,Peperomia,Explore,https://studleys.com/product-category/houseplants/peperomia/,https://studleys.com/product-category/houseplants/peperomia/?utm_source=Facebook&utm_medium=Social&utm_campaign=Houseplants&utm_term=Peperomia&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Peperomia | Facebook | Explore
444,completed_without_short_link,SFG,Facebook,social,Houseplants,Houseplants,Facebook,Social,Houseplants,Peperomia,,https://studleys.com/product-category/houseplants/peperomia/,https://studleys.com/product-category/houseplants/peperomia/?utm_source=Facebook&utm_medium=Social&utm_campaign=Houseplants&utm_term=Peperomia,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Peperomia | Facebook | {null}
445,completed_without_short_link,SFG,GMB,social,Houseplants,Houseplants,GMB,Social,Houseplants,Peperomia,Shop,https://studleys.com/product-category/houseplants/peperomia/,https://studleys.com/product-category/houseplants/peperomia/?utm_source=GMB&utm_medium=Social&utm_campaign=Houseplants&utm_term=Peperomia&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Peperomia | GMB | Shop
446,completed_without_short_link,SFG,GMB,social,Houseplants,Houseplants,GMB,Social,Houseplants,Peperomia,Learn,https://studleys.com/product-category/houseplants/peperomia/,https://studleys.com/product-category/houseplants/peperomia/?utm_source=GMB&utm_medium=Social&utm_campaign=Houseplants&utm_term=Peperomia&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Peperomia | GMB | Learn
447,completed_without_short_link,SFG,GMB,social,Houseplants,Houseplants,GMB,Social,Houseplants,Peperomia,Explore,https://studleys.com/product-category/houseplants/peperomia/,https://studleys.com/product-category/houseplants/peperomia/?utm_source=GMB&utm_medium=Social&utm_campaign=Houseplants&utm_term=Peperomia&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Peperomia | GMB | Explore
448,completed_without_short_link,SFG,GMB,social,Houseplants,Houseplants,GMB,Social,Houseplants,Peperomia,,https://studleys.com/product-category/houseplants/peperomia/,https://studleys.com/product-category/houseplants/peperomia/?utm_source=GMB&utm_medium=Social&utm_campaign=Houseplants&utm_term=Peperomia,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Peperomia | GMB | {null}
449,completed_without_short_link,SFG,Instagram,social,Houseplants,Houseplants,Instagram,Social,Houseplants,Peperomia,Shop,https://studleys.com/product-category/houseplants/peperomia/,https://studleys.com/product-category/houseplants/peperomia/?utm_source=Instagram&utm_medium=Social&utm_campaign=Houseplants&utm_term=Peperomia&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Peperomia | Instagram | Shop
450,completed_without_short_link,SFG,Instagram,social,Houseplants,Houseplants,Instagram,Social,Houseplants,Peperomia,Learn,https://studleys.com/product-category/houseplants/peperomia/,https://studleys.com/product-category/houseplants/peperomia/?utm_source=Instagram&utm_medium=Social&utm_campaign=Houseplants&utm_term=Peperomia&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Peperomia | Instagram | Learn
451,completed_without_short_link,SFG,Instagram,social,Houseplants,Houseplants,Instagram,Social,Houseplants,Peperomia,Explore,https://studleys.com/product-category/houseplants/peperomia/,https://studleys.com/product-category/houseplants/peperomia/?utm_source=Instagram&utm_medium=Social&utm_campaign=Houseplants&utm_term=Peperomia&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Peperomia | Instagram | Explore
452,completed_without_short_link,SFG,Instagram,social,Houseplants,Houseplants,Instagram,Social,Houseplants,Peperomia,,https://studleys.com/product-category/houseplants/peperomia/,https://studleys.com/product-category/houseplants/peperomia/?utm_source=Instagram&utm_medium=Social&utm_campaign=Houseplants&utm_term=Peperomia,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Peperomia | Instagram | {null}
453,completed_without_short_link,SFG,LinkedIn,social,Houseplants,Houseplants,LinkedIn,Social,Houseplants,Peperomia,Shop,https://studleys.com/product-category/houseplants/peperomia/,https://studleys.com/product-category/houseplants/peperomia/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Houseplants&utm_term=Peperomia&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Peperomia | LinkedIn | Shop
454,completed_without_short_link,SFG,LinkedIn,social,Houseplants,Houseplants,LinkedIn,Social,Houseplants,Peperomia,Learn,https://studleys.com/product-category/houseplants/peperomia/,https://studleys.com/product-category/houseplants/peperomia/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Houseplants&utm_term=Peperomia&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Peperomia | LinkedIn | Learn
455,completed_without_short_link,SFG,LinkedIn,social,Houseplants,Houseplants,LinkedIn,Social,Houseplants,Peperomia,Explore,https://studleys.com/product-category/houseplants/peperomia/,https://studleys.com/product-category/houseplants/peperomia/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Houseplants&utm_term=Peperomia&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Peperomia | LinkedIn | Explore
456,completed_without_short_link,SFG,LinkedIn,social,Houseplants,Houseplants,LinkedIn,Social,Houseplants,Peperomia,,https://studleys.com/product-category/houseplants/peperomia/,https://studleys.com/product-category/houseplants/peperomia/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Houseplants&utm_term=Peperomia,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Peperomia | LinkedIn | {null}
457,completed_without_short_link,SFG,ConstantContact,email,Houseplants,Houseplants,ConstantContact,Email,Houseplants,Peperomia,Shop,https://studleys.com/product-category/houseplants/peperomia/,https://studleys.com/product-category/houseplants/peperomia/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Houseplants&utm_term=Peperomia&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Peperomia | ConstantContact | Shop
458,completed_without_short_link,SFG,ConstantContact,email,Houseplants,Houseplants,ConstantContact,Email,Houseplants,Peperomia,Learn,https://studleys.com/product-category/houseplants/peperomia/,https://studleys.com/product-category/houseplants/peperomia/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Houseplants&utm_term=Peperomia&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Peperomia | ConstantContact | Learn
459,completed_without_short_link,SFG,ConstantContact,email,Houseplants,Houseplants,ConstantContact,Email,Houseplants,Peperomia,Explore,https://studleys.com/product-category/houseplants/peperomia/,https://studleys.com/product-category/houseplants/peperomia/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Houseplants&utm_term=Peperomia&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Peperomia | ConstantContact | Explore
460,completed_without_short_link,SFG,ConstantContact,email,Houseplants,Houseplants,ConstantContact,Email,Houseplants,Peperomia,,https://studleys.com/product-category/houseplants/peperomia/,https://studleys.com/product-category/houseplants/peperomia/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Houseplants&utm_term=Peperomia,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Peperomia | ConstantContact | {null}
461,completed_without_short_link,SFG,Facebook,social,Houseplants,Houseplants,Facebook,Social,Houseplants,Patio,Shop,https://studleys.com/product-category/houseplants/patio/,https://studleys.com/product-category/houseplants/patio/?utm_source=Facebook&utm_medium=Social&utm_campaign=Houseplants&utm_term=Patio&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Patio | Facebook | Shop
462,completed_without_short_link,SFG,Facebook,social,Houseplants,Houseplants,Facebook,Social,Houseplants,Patio,Learn,https://studleys.com/product-category/houseplants/patio/,https://studleys.com/product-category/houseplants/patio/?utm_source=Facebook&utm_medium=Social&utm_campaign=Houseplants&utm_term=Patio&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Patio | Facebook | Learn
463,completed_without_short_link,SFG,Facebook,social,Houseplants,Houseplants,Facebook,Social,Houseplants,Patio,Explore,https://studleys.com/product-category/houseplants/patio/,https://studleys.com/product-category/houseplants/patio/?utm_source=Facebook&utm_medium=Social&utm_campaign=Houseplants&utm_term=Patio&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Patio | Facebook | Explore
464,completed_without_short_link,SFG,Facebook,social,Houseplants,Houseplants,Facebook,Social,Houseplants,Patio,,https://studleys.com/product-category/houseplants/patio/,https://studleys.com/product-category/houseplants/patio/?utm_source=Facebook&utm_medium=Social&utm_campaign=Houseplants&utm_term=Patio,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Patio | Facebook | {null}
465,completed_without_short_link,SFG,GMB,social,Houseplants,Houseplants,GMB,Social,Houseplants,Patio,Shop,https://studleys.com/product-category/houseplants/patio/,https://studleys.com/product-category/houseplants/patio/?utm_source=GMB&utm_medium=Social&utm_campaign=Houseplants&utm_term=Patio&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Patio | GMB | Shop
466,completed_without_short_link,SFG,GMB,social,Houseplants,Houseplants,GMB,Social,Houseplants,Patio,Learn,https://studleys.com/product-category/houseplants/patio/,https://studleys.com/product-category/houseplants/patio/?utm_source=GMB&utm_medium=Social&utm_campaign=Houseplants&utm_term=Patio&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Patio | GMB | Learn
467,completed_without_short_link,SFG,GMB,social,Houseplants,Houseplants,GMB,Social,Houseplants,Patio,Explore,https://studleys.com/product-category/houseplants/patio/,https://studleys.com/product-category/houseplants/patio/?utm_source=GMB&utm_medium=Social&utm_campaign=Houseplants&utm_term=Patio&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Patio | GMB | Explore
468,completed_without_short_link,SFG,GMB,social,Houseplants,Houseplants,GMB,Social,Houseplants,Patio,,https://studleys.com/product-category/houseplants/patio/,https://studleys.com/product-category/houseplants/patio/?utm_source=GMB&utm_medium=Social&utm_campaign=Houseplants&utm_term=Patio,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Patio | GMB | {null}
469,completed_without_short_link,SFG,Instagram,social,Houseplants,Houseplants,Instagram,Social,Houseplants,Patio,Shop,https://studleys.com/product-category/houseplants/patio/,https://studleys.com/product-category/houseplants/patio/?utm_source=Instagram&utm_medium=Social&utm_campaign=Houseplants&utm_term=Patio&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Patio | Instagram | Shop
470,completed_without_short_link,SFG,Instagram,social,Houseplants,Houseplants,Instagram,Social,Houseplants,Patio,Learn,https://studleys.com/product-category/houseplants/patio/,https://studleys.com/product-category/houseplants/patio/?utm_source=Instagram&utm_medium=Social&utm_campaign=Houseplants&utm_term=Patio&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Patio | Instagram | Learn
471,completed_without_short_link,SFG,Instagram,social,Houseplants,Houseplants,Instagram,Social,Houseplants,Patio,Explore,https://studleys.com/product-category/houseplants/patio/,https://studleys.com/product-category/houseplants/patio/?utm_source=Instagram&utm_medium=Social&utm_campaign=Houseplants&utm_term=Patio&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Patio | Instagram | Explore
472,completed_without_short_link,SFG,Instagram,social,Houseplants,Houseplants,Instagram,Social,Houseplants,Patio,,https://studleys.com/product-category/houseplants/patio/,https://studleys.com/product-category/houseplants/patio/?utm_source=Instagram&utm_medium=Social&utm_campaign=Houseplants&utm_term=Patio,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Patio | Instagram | {null}
473,completed_without_short_link,SFG,LinkedIn,social,Houseplants,Houseplants,LinkedIn,Social,Houseplants,Patio,Shop,https://studleys.com/product-category/houseplants/patio/,https://studleys.com/product-category/houseplants/patio/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Houseplants&utm_term=Patio&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Patio | LinkedIn | Shop
474,completed_without_short_link,SFG,LinkedIn,social,Houseplants,Houseplants,LinkedIn,Social,Houseplants,Patio,Learn,https://studleys.com/product-category/houseplants/patio/,https://studleys.com/product-category/houseplants/patio/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Houseplants&utm_term=Patio&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Patio | LinkedIn | Learn
475,completed_without_short_link,SFG,LinkedIn,social,Houseplants,Houseplants,LinkedIn,Social,Houseplants,Patio,Explore,https://studleys.com/product-category/houseplants/patio/,https://studleys.com/product-category/houseplants/patio/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Houseplants&utm_term=Patio&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Patio | LinkedIn | Explore
